Node,Number of Visits,Relative Importance Score,%
4293,1601,0.0001601,0.01601
1032,1600,0.00016,0.016
4770,1600,0.00016,0.016
322,1599,0.0001599,0.01599
668,1599,0.0001599,0.01599
938,1599,0.0001599,0.01599
4301,1599,0.0001599,0.01599
4051,1599,0.0001599,0.01599
2027,1598,0.0001598,0.01598
2378,1598,0.0001598,0.01598
3134,1598,0.0001598,0.01598
111,1597,0.0001597,0.01597
389,1597,0.0001597,0.01597
730,1597,0.0001597,0.01597
3035,1597,0.0001597,0.01597
4563,1597,0.0001597,0.01597
2183,1596,0.0001596,0.015960000000000002
553,1596,0.0001596,0.015960000000000002
3117,1596,0.0001596,0.015960000000000002
3260,1596,0.0001596,0.015960000000000002
4339,1596,0.0001596,0.015960000000000002
3052,1595,0.0001595,0.01595
1850,1595,0.0001595,0.01595
3216,1595,0.0001595,0.01595
2020,1594,0.0001594,0.01594
484,1594,0.0001594,0.01594
131,1593,0.0001593,0.01593
2105,1593,0.0001593,0.01593
2327,1593,0.0001593,0.01593
493,1593,0.0001593,0.01593
1426,1593,0.0001593,0.01593
1929,1592,0.0001592,0.01592
1945,1592,0.0001592,0.01592
1950,1592,0.0001592,0.01592
2481,1592,0.0001592,0.01592
1652,1592,0.0001592,0.01592
4373,1592,0.0001592,0.01592
1396,1591,0.0001591,0.01591
4788,1591,0.0001591,0.01591
292,1589,0.0001589,0.01589
2628,1588,0.0001588,0.015880000000000002
2886,1588,0.0001588,0.015880000000000002
5081,1588,0.0001588,0.015880000000000002
5211,1588,0.0001588,0.015880000000000002
5911,1587,0.0001587,0.015870000000000002
2332,1586,0.0001586,0.01586
1431,1586,0.0001586,0.01586
1709,1586,0.0001586,0.01586
4307,1586,0.0001586,0.01586
4014,1585,0.0001585,0.01585
14,1584,0.0001584,0.01584
406,1584,0.0001584,0.01584
3180,1584,0.0001584,0.01584
3931,1584,0.0001584,0.01584
779,1583,0.0001583,0.01583
380,1582,0.0001582,0.01582
796,1582,0.0001582,0.01582
760,1582,0.0001582,0.01582
945,1582,0.0001582,0.01582
4189,1582,0.0001582,0.01582
4426,1582,0.0001582,0.01582
2005,1581,0.0001581,0.015809999999999998
1334,1581,0.0001581,0.015809999999999998
2317,1580,0.000158,0.015799999999999998
4455,1580,0.000158,0.015799999999999998
2575,1580,0.000158,0.015799999999999998
2901,1580,0.000158,0.015799999999999998
3479,1580,0.000158,0.015799999999999998
1942,1579,0.0001579,0.01579
1885,1579,0.0001579,0.01579
4012,1579,0.0001579,0.01579
81,1578,0.0001578,0.01578
2241,1578,0.0001578,0.01578
1156,1578,0.0001578,0.01578
2927,1578,0.0001578,0.01578
3196,1578,0.0001578,0.01578
1007,1577,0.0001577,0.015770000000000003
3903,1577,0.0001577,0.015770000000000003
2312,1576,0.0001576,0.01576
3708,1576,0.0001576,0.01576
4586,1576,0.0001576,0.01576
2177,1575,0.0001575,0.01575
3053,1575,0.0001575,0.01575
1414,1575,0.0001575,0.01575
4324,1575,0.0001575,0.01575
5369,1575,0.0001575,0.01575
1935,1574,0.0001574,0.01574
893,1574,0.0001574,0.01574
2571,1574,0.0001574,0.01574
1221,1574,0.0001574,0.01574
1160,1573,0.0001573,0.01573
276,1573,0.0001573,0.01573
715,1573,0.0001573,0.01573
3700,1573,0.0001573,0.01573
3806,1573,0.0001573,0.01573
3717,1573,0.0001573,0.01573
496,1572,0.0001572,0.01572
2050,1571,0.0001571,0.01571
838,1571,0.0001571,0.01571
3022,1571,0.0001571,0.01571
4164,1571,0.0001571,0.01571
4664,1571,0.0001571,0.01571
1930,1570,0.000157,0.0157
324,1570,0.000157,0.0157
5016,1570,0.000157,0.0157
2261,1569,0.0001569,0.01569
2445,1569,0.0001569,0.01569
3082,1569,0.0001569,0.01569
5611,1569,0.0001569,0.01569
1990,1568,0.0001568,0.01568
209,1568,0.0001568,0.01568
1559,1568,0.0001568,0.01568
3172,1567,0.0001567,0.01567
4578,1567,0.0001567,0.01567
1699,1566,0.0001566,0.01566
1944,1566,0.0001566,0.01566
1361,1566,0.0001566,0.01566
2356,1566,0.0001566,0.01566
1439,1566,0.0001566,0.01566
2888,1566,0.0001566,0.01566
3339,1566,0.0001566,0.01566
2048,1564,0.0001564,0.01564
1831,1564,0.0001564,0.01564
2523,1564,0.0001564,0.01564
3403,1564,0.0001564,0.01564
4365,1564,0.0001564,0.01564
157,1563,0.0001563,0.01563
198,1563,0.0001563,0.01563
437,1563,0.0001563,0.01563
2721,1563,0.0001563,0.01563
3906,1563,0.0001563,0.01563
4137,1563,0.0001563,0.01563
4507,1563,0.0001563,0.01563
846,1562,0.0001562,0.01562
2300,1561,0.0001561,0.01561
3306,1561,0.0001561,0.01561
2427,1561,0.0001561,0.01561
1434,1561,0.0001561,0.01561
2818,1561,0.0001561,0.01561
2602,1560,0.000156,0.0156
4150,1560,0.000156,0.0156
5546,1560,0.000156,0.0156
1530,1559,0.0001559,0.01559
3229,1559,0.0001559,0.01559
294,1558,0.0001558,0.01558
3679,1558,0.0001558,0.01558
3543,1557,0.0001557,0.015569999999999999
871,1556,0.0001556,0.01556
357,1556,0.0001556,0.01556
765,1556,0.0001556,0.01556
5040,1556,0.0001556,0.01556
3927,1555,0.0001555,0.015550000000000001
159,1554,0.0001554,0.015540000000000002
1892,1554,0.0001554,0.015540000000000002
3211,1554,0.0001554,0.015540000000000002
1949,1553,0.0001553,0.01553
2244,1553,0.0001553,0.01553
3270,1553,0.0001553,0.01553
4022,1553,0.0001553,0.01553
463,1552,0.0001552,0.01552
1581,1552,0.0001552,0.01552
2965,1552,0.0001552,0.01552
2380,1551,0.0001551,0.01551
2115,1550,0.000155,0.0155
1306,1550,0.000155,0.0155
344,1550,0.000155,0.0155
2825,1550,0.000155,0.0155
1318,1550,0.000155,0.0155
3930,1550,0.000155,0.0155
4297,1549,0.0001549,0.01549
2087,1548,0.0001548,0.015479999999999999
1803,1548,0.0001548,0.015479999999999999
2779,1548,0.0001548,0.015479999999999999
2319,1547,0.0001547,0.01547
2502,1547,0.0001547,0.01547
3968,1547,0.0001547,0.01547
2166,1546,0.0001546,0.01546
2350,1546,0.0001546,0.01546
2889,1546,0.0001546,0.01546
155,1545,0.0001545,0.015449999999999998
932,1545,0.0001545,0.015449999999999998
2880,1545,0.0001545,0.015449999999999998
1957,1544,0.0001544,0.01544
1152,1544,0.0001544,0.01544
4037,1544,0.0001544,0.01544
2566,1543,0.0001543,0.015430000000000001
1397,1543,0.0001543,0.015430000000000001
3031,1543,0.0001543,0.015430000000000001
3288,1543,0.0001543,0.015430000000000001
2884,1542,0.0001542,0.015420000000000001
1882,1542,0.0001542,0.015420000000000001
3102,1542,0.0001542,0.015420000000000001
2693,1541,0.0001541,0.01541
1382,1541,0.0001541,0.01541
2596,1540,0.000154,0.0154
1655,1540,0.000154,0.0154
4639,1540,0.000154,0.0154
2480,1539,0.0001539,0.015390000000000001
221,1539,0.0001539,0.015390000000000001
3868,1539,0.0001539,0.015390000000000001
1303,1538,0.0001538,0.01538
2305,1538,0.0001538,0.01538
1077,1538,0.0001538,0.01538
1408,1538,0.0001538,0.01538
2756,1538,0.0001538,0.01538
2936,1537,0.0001537,0.01537
3858,1537,0.0001537,0.01537
4653,1537,0.0001537,0.01537
53,1536,0.0001536,0.015359999999999999
2011,1536,0.0001536,0.015359999999999999
2748,1536,0.0001536,0.015359999999999999
3050,1536,0.0001536,0.015359999999999999
94,1535,0.0001535,0.015349999999999999
193,1535,0.0001535,0.015349999999999999
2325,1535,0.0001535,0.015349999999999999
3846,1535,0.0001535,0.015349999999999999
3924,1535,0.0001535,0.015349999999999999
4871,1535,0.0001535,0.015349999999999999
5477,1535,0.0001535,0.015349999999999999
1378,1534,0.0001534,0.01534
2381,1534,0.0001534,0.01534
4111,1534,0.0001534,0.01534
867,1533,0.0001533,0.015330000000000002
3457,1533,0.0001533,0.015330000000000002
5115,1533,0.0001533,0.015330000000000002
3977,1531,0.0001531,0.01531
2687,1530,0.000153,0.015300000000000001
3032,1530,0.000153,0.015300000000000001
3217,1530,0.000153,0.015300000000000001
3235,1530,0.000153,0.015300000000000001
3407,1530,0.000153,0.015300000000000001
5850,1530,0.000153,0.015300000000000001
2235,1529,0.0001529,0.01529
3601,1529,0.0001529,0.01529
3097,1528,0.0001528,0.01528
5788,1528,0.0001528,0.01528
2085,1527,0.0001527,0.01527
2271,1527,0.0001527,0.01527
816,1527,0.0001527,0.01527
116,1526,0.0001526,0.01526
1690,1526,0.0001526,0.01526
2614,1526,0.0001526,0.01526
2805,1526,0.0001526,0.01526
1645,1526,0.0001526,0.01526
4254,1525,0.0001525,0.01525
684,1525,0.0001525,0.01525
4072,1525,0.0001525,0.01525
839,1525,0.0001525,0.01525
3414,1525,0.0001525,0.01525
3557,1525,0.0001525,0.01525
3599,1524,0.0001524,0.015239999999999998
4880,1524,0.0001524,0.015239999999999998
2108,1523,0.0001523,0.015229999999999999
2747,1523,0.0001523,0.015229999999999999
4074,1523,0.0001523,0.015229999999999999
5049,1523,0.0001523,0.015229999999999999
5837,1523,0.0001523,0.015229999999999999
1211,1522,0.0001522,0.015220000000000001
4087,1522,0.0001522,0.015220000000000001
2486,1521,0.0001521,0.015210000000000001
2853,1521,0.0001521,0.015210000000000001
2755,1520,0.000152,0.015200000000000002
3841,1520,0.000152,0.015200000000000002
1480,1520,0.000152,0.015200000000000002
3988,1520,0.000152,0.015200000000000002
4295,1520,0.000152,0.015200000000000002
4503,1520,0.000152,0.015200000000000002
386,1519,0.0001519,0.01519
2423,1519,0.0001519,0.01519
1250,1519,0.0001519,0.01519
2656,1518,0.0001518,0.01518
1095,1517,0.0001517,0.01517
2253,1517,0.0001517,0.01517
833,1517,0.0001517,0.01517
3282,1517,0.0001517,0.01517
3404,1517,0.0001517,0.01517
3886,1517,0.0001517,0.01517
495,1516,0.0001516,0.01516
3077,1516,0.0001516,0.01516
4679,1516,0.0001516,0.01516
4929,1516,0.0001516,0.01516
777,1515,0.0001515,0.01515
1169,1515,0.0001515,0.01515
1658,1515,0.0001515,0.01515
3468,1515,0.0001515,0.01515
4397,1515,0.0001515,0.01515
2199,1514,0.0001514,0.015139999999999999
1370,1514,0.0001514,0.015139999999999999
3634,1514,0.0001514,0.015139999999999999
5128,1514,0.0001514,0.015139999999999999
272,1513,0.0001513,0.01513
3019,1513,0.0001513,0.01513
3807,1513,0.0001513,0.01513
5392,1513,0.0001513,0.01513
786,1512,0.0001512,0.015119999999999998
2955,1512,0.0001512,0.015119999999999998
3629,1512,0.0001512,0.015119999999999998
3935,1512,0.0001512,0.015119999999999998
4980,1511,0.0001511,0.015109999999999998
2867,1511,0.0001511,0.015109999999999998
4961,1510,0.000151,0.0151
2257,1509,0.0001509,0.015090000000000001
747,1509,0.0001509,0.015090000000000001
3030,1509,0.0001509,0.015090000000000001
4533,1509,0.0001509,0.015090000000000001
58,1508,0.0001508,0.015080000000000001
1198,1508,0.0001508,0.015080000000000001
1891,1508,0.0001508,0.015080000000000001
1750,1508,0.0001508,0.015080000000000001
1384,1508,0.0001508,0.015080000000000001
4915,1508,0.0001508,0.015080000000000001
480,1507,0.0001507,0.01507
859,1507,0.0001507,0.01507
1536,1507,0.0001507,0.01507
2191,1506,0.0001506,0.01506
4654,1506,0.0001506,0.01506
2442,1505,0.0001505,0.01505
3227,1505,0.0001505,0.01505
4131,1505,0.0001505,0.01505
5634,1504,0.0001504,0.01504
18,1503,0.0001503,0.01503
4477,1503,0.0001503,0.01503
652,1503,0.0001503,0.01503
1738,1503,0.0001503,0.01503
1401,1503,0.0001503,0.01503
1675,1503,0.0001503,0.01503
3618,1503,0.0001503,0.01503
3933,1503,0.0001503,0.01503
5116,1503,0.0001503,0.01503
334,1502,0.0001502,0.015019999999999999
2673,1502,0.0001502,0.015019999999999999
2891,1502,0.0001502,0.015019999999999999
3310,1502,0.0001502,0.015019999999999999
4303,1502,0.0001502,0.015019999999999999
1427,1501,0.0001501,0.015009999999999999
2664,1501,0.0001501,0.015009999999999999
1299,1501,0.0001501,0.015009999999999999
3439,1501,0.0001501,0.015009999999999999
958,1500,0.00015,0.015
1505,1500,0.00015,0.015
3397,1500,0.00015,0.015
2784,1499,0.0001499,0.014990000000000002
2637,1499,0.0001499,0.014990000000000002
1345,1499,0.0001499,0.014990000000000002
3989,1499,0.0001499,0.014990000000000002
2230,1498,0.0001498,0.01498
2471,1498,0.0001498,0.01498
2918,1498,0.0001498,0.01498
3104,1498,0.0001498,0.01498
1666,1498,0.0001498,0.01498
4136,1498,0.0001498,0.01498
5405,1498,0.0001498,0.01498
4889,1498,0.0001498,0.01498
3593,1497,0.0001497,0.01497
1192,1497,0.0001497,0.01497
4891,1497,0.0001497,0.01497
4093,1497,0.0001497,0.01497
4872,1497,0.0001497,0.01497
676,1496,0.0001496,0.014960000000000001
450,1496,0.0001496,0.014960000000000001
562,1496,0.0001496,0.014960000000000001
2066,1495,0.0001495,0.01495
2735,1495,0.0001495,0.01495
3392,1495,0.0001495,0.01495
3732,1495,0.0001495,0.01495
4156,1495,0.0001495,0.01495
4288,1495,0.0001495,0.01495
1931,1494,0.0001494,0.01494
1865,1494,0.0001494,0.01494
2375,1494,0.0001494,0.01494
3934,1494,0.0001494,0.01494
2848,1493,0.0001493,0.014929999999999999
3731,1493,0.0001493,0.014929999999999999
3908,1493,0.0001493,0.014929999999999999
4423,1493,0.0001493,0.014929999999999999
4739,1493,0.0001493,0.014929999999999999
3874,1492,0.0001492,0.01492
2492,1492,0.0001492,0.01492
744,1492,0.0001492,0.01492
2724,1492,0.0001492,0.01492
2302,1491,0.0001491,0.01491
2857,1491,0.0001491,0.01491
1604,1490,0.000149,0.014899999999999998
3923,1490,0.000149,0.014899999999999998
4553,1490,0.000149,0.014899999999999998
3171,1489,0.0001489,0.014889999999999999
661,1489,0.0001489,0.014889999999999999
5645,1489,0.0001489,0.014889999999999999
4251,1489,0.0001489,0.014889999999999999
4640,1489,0.0001489,0.014889999999999999
5657,1489,0.0001489,0.014889999999999999
2004,1488,0.0001488,0.01488
2462,1488,0.0001488,0.01488
3112,1488,0.0001488,0.01488
2626,1488,0.0001488,0.01488
3467,1488,0.0001488,0.01488
996,1487,0.0001487,0.014870000000000001
540,1487,0.0001487,0.014870000000000001
1351,1487,0.0001487,0.014870000000000001
925,1487,0.0001487,0.014870000000000001
3300,1487,0.0001487,0.014870000000000001
1872,1487,0.0001487,0.014870000000000001
3921,1487,0.0001487,0.014870000000000001
4206,1487,0.0001487,0.014870000000000001
4453,1487,0.0001487,0.014870000000000001
901,1486,0.0001486,0.01486
817,1486,0.0001486,0.01486
3056,1486,0.0001486,0.01486
1196,1485,0.0001485,0.01485
2037,1485,0.0001485,0.01485
191,1485,0.0001485,0.01485
314,1485,0.0001485,0.01485
3982,1485,0.0001485,0.01485
4020,1485,0.0001485,0.01485
4689,1485,0.0001485,0.01485
5406,1485,0.0001485,0.01485
2024,1484,0.0001484,0.01484
771,1484,0.0001484,0.01484
2770,1484,0.0001484,0.01484
1578,1484,0.0001484,0.01484
3953,1484,0.0001484,0.01484
1301,1483,0.0001483,0.01483
2490,1483,0.0001483,0.01483
1040,1483,0.0001483,0.01483
1336,1483,0.0001483,0.01483
3127,1483,0.0001483,0.01483
3386,1483,0.0001483,0.01483
3562,1483,0.0001483,0.01483
30,1482,0.0001482,0.01482
1020,1482,0.0001482,0.01482
930,1482,0.0001482,0.01482
3004,1482,0.0001482,0.01482
3257,1482,0.0001482,0.01482
4334,1482,0.0001482,0.01482
677,1481,0.0001481,0.01481
1784,1481,0.0001481,0.01481
1060,1481,0.0001481,0.01481
4405,1481,0.0001481,0.01481
5988,1481,0.0001481,0.01481
1833,1480,0.000148,0.014799999999999999
1010,1480,0.000148,0.014799999999999999
1066,1480,0.000148,0.014799999999999999
1135,1480,0.000148,0.014799999999999999
3587,1480,0.000148,0.014799999999999999
4375,1480,0.000148,0.014799999999999999
196,1479,0.0001479,0.01479
280,1479,0.0001479,0.01479
2740,1479,0.0001479,0.01479
986,1479,0.0001479,0.01479
3416,1479,0.0001479,0.01479
1328,1478,0.0001478,0.014779999999999998
1140,1478,0.0001478,0.014779999999999998
3181,1478,0.0001478,0.014779999999999998
1718,1478,0.0001478,0.014779999999999998
2006,1477,0.0001477,0.014770000000000002
2507,1477,0.0001477,0.014770000000000002
2649,1477,0.0001477,0.014770000000000002
1720,1477,0.0001477,0.014770000000000002
1433,1477,0.0001477,0.014770000000000002
4438,1477,0.0001477,0.014770000000000002
4018,1477,0.0001477,0.014770000000000002
1385,1476,0.0001476,0.01476
1677,1476,0.0001476,0.01476
2795,1475,0.0001475,0.014750000000000001
1249,1475,0.0001475,0.014750000000000001
1685,1475,0.0001475,0.014750000000000001
3674,1475,0.0001475,0.014750000000000001
3687,1475,0.0001475,0.014750000000000001
5229,1475,0.0001475,0.014750000000000001
3190,1474,0.0001474,0.01474
3296,1474,0.0001474,0.01474
3863,1474,0.0001474,0.01474
4904,1474,0.0001474,0.01474
5463,1474,0.0001474,0.01474
2568,1473,0.0001473,0.01473
2683,1473,0.0001473,0.01473
2677,1473,0.0001473,0.01473
2900,1473,0.0001473,0.01473
1176,1473,0.0001473,0.01473
3162,1473,0.0001473,0.01473
1529,1473,0.0001473,0.01473
3577,1473,0.0001473,0.01473
4133,1473,0.0001473,0.01473
5452,1473,0.0001473,0.01473
1982,1472,0.0001472,0.01472
2055,1472,0.0001472,0.01472
2570,1472,0.0001472,0.01472
3358,1471,0.0001471,0.014709999999999999
4501,1471,0.0001471,0.014709999999999999
4838,1471,0.0001471,0.014709999999999999
4847,1471,0.0001471,0.014709999999999999
456,1470,0.000147,0.0147
4118,1470,0.000147,0.0147
5434,1470,0.000147,0.0147
1979,1469,0.0001469,0.01469
669,1469,0.0001469,0.01469
933,1469,0.0001469,0.01469
3453,1469,0.0001469,0.01469
4439,1469,0.0001469,0.01469
1358,1468,0.0001468,0.014679999999999999
2314,1468,0.0001468,0.014679999999999999
2444,1468,0.0001468,0.014679999999999999
2616,1468,0.0001468,0.014679999999999999
3701,1468,0.0001468,0.014679999999999999
3949,1468,0.0001468,0.014679999999999999
2767,1466,0.0001466,0.014660000000000001
2129,1465,0.0001465,0.014650000000000002
521,1465,0.0001465,0.014650000000000002
3716,1465,0.0001465,0.014650000000000002
171,1464,0.0001464,0.01464
244,1464,0.0001464,0.01464
1629,1464,0.0001464,0.01464
2641,1464,0.0001464,0.01464
1779,1464,0.0001464,0.01464
3384,1464,0.0001464,0.01464
3937,1464,0.0001464,0.01464
4883,1464,0.0001464,0.01464
2308,1463,0.0001463,0.01463
2470,1463,0.0001463,0.01463
895,1463,0.0001463,0.01463
3959,1463,0.0001463,0.01463
5436,1463,0.0001463,0.01463
965,1462,0.0001462,0.014620000000000001
2054,1462,0.0001462,0.014620000000000001
331,1462,0.0001462,0.014620000000000001
3129,1462,0.0001462,0.014620000000000001
3228,1462,0.0001462,0.014620000000000001
54,1461,0.0001461,0.01461
573,1461,0.0001461,0.01461
2561,1461,0.0001461,0.01461
1599,1461,0.0001461,0.01461
4688,1461,0.0001461,0.01461
288,1460,0.000146,0.0146
1482,1460,0.000146,0.0146
2639,1460,0.000146,0.0146
1354,1460,0.000146,0.0146
4670,1460,0.000146,0.0146
5508,1460,0.000146,0.0146
2091,1459,0.0001459,0.014589999999999999
2306,1459,0.0001459,0.014589999999999999
3346,1459,0.0001459,0.014589999999999999
3823,1459,0.0001459,0.014589999999999999
4067,1459,0.0001459,0.014589999999999999
4151,1459,0.0001459,0.014589999999999999
4193,1459,0.0001459,0.014589999999999999
6291,1459,0.0001459,0.014589999999999999
2202,1458,0.0001458,0.01458
1888,1458,0.0001458,0.01458
2781,1458,0.0001458,0.01458
2887,1458,0.0001458,0.01458
2972,1458,0.0001458,0.01458
3125,1458,0.0001458,0.01458
1548,1458,0.0001458,0.01458
4526,1458,0.0001458,0.01458
4779,1458,0.0001458,0.01458
1628,1457,0.0001457,0.01457
1863,1457,0.0001457,0.01457
4068,1457,0.0001457,0.01457
774,1456,0.0001456,0.014559999999999998
5571,1456,0.0001456,0.014559999999999998
2588,1456,0.0001456,0.014559999999999998
2655,1456,0.0001456,0.014559999999999998
4006,1456,0.0001456,0.014559999999999998
2190,1455,0.0001455,0.01455
571,1455,0.0001455,0.01455
3833,1455,0.0001455,0.01455
2539,1454,0.0001454,0.01454
2928,1454,0.0001454,0.01454
3021,1454,0.0001454,0.01454
3852,1454,0.0001454,0.01454
2303,1453,0.0001453,0.014530000000000001
3230,1453,0.0001453,0.014530000000000001
4077,1453,0.0001453,0.014530000000000001
5085,1453,0.0001453,0.014530000000000001
101,1451,0.0001451,0.01451
118,1451,0.0001451,0.01451
1016,1451,0.0001451,0.01451
3259,1451,0.0001451,0.01451
3365,1451,0.0001451,0.01451
4262,1451,0.0001451,0.01451
2097,1450,0.000145,0.0145
4944,1450,0.000145,0.0145
358,1450,0.000145,0.0145
3079,1450,0.000145,0.0145
1542,1450,0.000145,0.0145
3375,1450,0.000145,0.0145
4362,1450,0.000145,0.0145
4801,1450,0.000145,0.0145
2858,1449,0.0001449,0.01449
1400,1449,0.0001449,0.01449
3318,1449,0.0001449,0.01449
65,1448,0.0001448,0.01448
2157,1448,0.0001448,0.01448
2326,1448,0.0001448,0.01448
5570,1448,0.0001448,0.01448
739,1448,0.0001448,0.01448
3179,1448,0.0001448,0.01448
1602,1448,0.0001448,0.01448
2349,1447,0.0001447,0.01447
5501,1447,0.0001447,0.01447
2456,1447,0.0001447,0.01447
2671,1447,0.0001447,0.01447
875,1447,0.0001447,0.01447
770,1447,0.0001447,0.01447
4192,1447,0.0001447,0.01447
388,1446,0.0001446,0.014459999999999999
2922,1446,0.0001446,0.014459999999999999
3137,1446,0.0001446,0.014459999999999999
3756,1446,0.0001446,0.014459999999999999
4058,1446,0.0001446,0.014459999999999999
5633,1446,0.0001446,0.014459999999999999
318,1445,0.0001445,0.01445
2584,1445,0.0001445,0.01445
3740,1445,0.0001445,0.01445
4052,1445,0.0001445,0.01445
4210,1445,0.0001445,0.01445
4882,1445,0.0001445,0.01445
172,1444,0.0001444,0.014440000000000001
967,1444,0.0001444,0.014440000000000001
2307,1443,0.0001443,0.014430000000000002
570,1443,0.0001443,0.014430000000000002
1721,1443,0.0001443,0.014430000000000002
5291,1443,0.0001443,0.014430000000000002
1920,1442,0.0001442,0.01442
151,1442,0.0001442,0.01442
606,1442,0.0001442,0.01442
758,1442,0.0001442,0.01442
3777,1442,0.0001442,0.01442
3148,1442,0.0001442,0.01442
4165,1442,0.0001442,0.01442
3714,1441,0.0001441,0.014410000000000001
5823,1441,0.0001441,0.014410000000000001
162,1440,0.000144,0.0144
991,1440,0.000144,0.0144
4160,1440,0.000144,0.0144
4459,1440,0.000144,0.0144
1922,1439,0.0001439,0.01439
3364,1439,0.0001439,0.01439
3586,1439,0.0001439,0.01439
1917,1438,0.0001438,0.01438
1939,1438,0.0001438,0.01438
1789,1438,0.0001438,0.01438
2450,1438,0.0001438,0.01438
2870,1438,0.0001438,0.01438
2418,1437,0.0001437,0.014369999999999999
1380,1437,0.0001437,0.014369999999999999
3192,1437,0.0001437,0.014369999999999999
3475,1437,0.0001437,0.014369999999999999
5100,1437,0.0001437,0.014369999999999999
2008,1436,0.0001436,0.01436
1180,1436,0.0001436,0.01436
3271,1436,0.0001436,0.01436
3441,1436,0.0001436,0.01436
4551,1436,0.0001436,0.01436
1948,1435,0.0001435,0.01435
1375,1435,0.0001435,0.01435
4065,1435,0.0001435,0.01435
5277,1435,0.0001435,0.01435
80,1434,0.0001434,0.014339999999999999
85,1434,0.0001434,0.014339999999999999
2106,1434,0.0001434,0.014339999999999999
173,1434,0.0001434,0.014339999999999999
2231,1434,0.0001434,0.014339999999999999
4176,1434,0.0001434,0.014339999999999999
45,1433,0.0001433,0.014329999999999999
4945,1433,0.0001433,0.014329999999999999
2654,1433,0.0001433,0.014329999999999999
2706,1433,0.0001433,0.014329999999999999
2736,1433,0.0001433,0.014329999999999999
1708,1433,0.0001433,0.014329999999999999
3076,1433,0.0001433,0.014329999999999999
3280,1433,0.0001433,0.014329999999999999
3912,1433,0.0001433,0.014329999999999999
4463,1432,0.0001432,0.014320000000000001
1230,1432,0.0001432,0.014320000000000001
3064,1432,0.0001432,0.014320000000000001
3788,1432,0.0001432,0.014320000000000001
602,1431,0.0001431,0.014310000000000002
1563,1431,0.0001431,0.014310000000000002
3455,1431,0.0001431,0.014310000000000002
3727,1431,0.0001431,0.014310000000000002
4422,1431,0.0001431,0.014310000000000002
1365,1430,0.000143,0.0143
1777,1430,0.000143,0.0143
3897,1430,0.000143,0.0143
4291,1430,0.000143,0.0143
140,1429,0.0001429,0.01429
1435,1429,0.0001429,0.01429
3133,1429,0.0001429,0.01429
4549,1429,0.0001429,0.01429
5368,1429,0.0001429,0.01429
2243,1428,0.0001428,0.014280000000000001
1392,1428,0.0001428,0.014280000000000001
2866,1428,0.0001428,0.014280000000000001
1691,1428,0.0001428,0.014280000000000001
3819,1428,0.0001428,0.014280000000000001
3994,1428,0.0001428,0.014280000000000001
2041,1427,0.0001427,0.01427
2553,1427,0.0001427,0.01427
1059,1427,0.0001427,0.01427
3377,1427,0.0001427,0.01427
1761,1427,0.0001427,0.01427
4806,1427,0.0001427,0.01427
4056,1427,0.0001427,0.01427
2028,1426,0.0001426,0.01426
2154,1426,0.0001426,0.01426
2311,1426,0.0001426,0.01426
3095,1426,0.0001426,0.01426
3572,1426,0.0001426,0.01426
3713,1426,0.0001426,0.01426
3855,1426,0.0001426,0.01426
5118,1426,0.0001426,0.01426
2819,1425,0.0001425,0.014249999999999999
5449,1425,0.0001425,0.014249999999999999
4702,1425,0.0001425,0.014249999999999999
3314,1424,0.0001424,0.01424
5731,1424,0.0001424,0.01424
97,1423,0.0001423,0.01423
2111,1423,0.0001423,0.01423
382,1423,0.0001423,0.01423
2860,1423,0.0001423,0.01423
3233,1423,0.0001423,0.01423
3636,1423,0.0001423,0.01423
1417,1422,0.0001422,0.014219999999999998
1003,1422,0.0001422,0.014219999999999998
2842,1422,0.0001422,0.014219999999999998
2914,1422,0.0001422,0.014219999999999998
3596,1422,0.0001422,0.014219999999999998
4723,1422,0.0001422,0.014219999999999998
2556,1421,0.0001421,0.01421
2909,1421,0.0001421,0.01421
1555,1421,0.0001421,0.01421
3882,1421,0.0001421,0.01421
4646,1421,0.0001421,0.01421
1703,1420,0.000142,0.0142
2293,1420,0.000142,0.0142
2712,1420,0.000142,0.0142
3084,1420,0.000142,0.0142
5001,1420,0.000142,0.0142
271,1419,0.0001419,0.014190000000000001
4515,1419,0.0001419,0.014190000000000001
3515,1419,0.0001419,0.014190000000000001
4036,1419,0.0001419,0.014190000000000001
89,1418,0.0001418,0.01418
275,1418,0.0001418,0.01418
1767,1418,0.0001418,0.01418
4462,1418,0.0001418,0.01418
315,1417,0.0001417,0.01417
5887,1417,0.0001417,0.01417
2535,1416,0.0001416,0.01416
2624,1416,0.0001416,0.01416
3223,1416,0.0001416,0.01416
3719,1416,0.0001416,0.01416
4336,1416,0.0001416,0.01416
2333,1415,0.0001415,0.01415
2629,1415,0.0001415,0.01415
1324,1415,0.0001415,0.01415
1775,1415,0.0001415,0.01415
2783,1415,0.0001415,0.01415
1038,1415,0.0001415,0.01415
3539,1415,0.0001415,0.01415
3547,1415,0.0001415,0.01415
4016,1415,0.0001415,0.01415
4064,1415,0.0001415,0.01415
4278,1415,0.0001415,0.01415
5496,1415,0.0001415,0.01415
1366,1414,0.0001414,0.01414
3678,1414,0.0001414,0.01414
3730,1414,0.0001414,0.01414
4285,1414,0.0001414,0.01414
4893,1414,0.0001414,0.01414
2949,1413,0.0001413,0.014129999999999998
3059,1413,0.0001413,0.014129999999999998
